,Order Date,Sales,Segment,Profit
5182,2014-12-01,546.06,Home Office,163.818
5187,2014-06-24,182.76,Corporate,29.16
5196,2014-10-20,640.656,Consumer,234.876
5197,2014-04-14,211.92,Consumer,-50.43
5198,2014-04-15,227.745,Corporate,-141.255
5199,2014-06-19,800.64,Home Office,144.0
5206,2014-02-03,207.648,Consumer,-197.352
5208,2014-08-13,725.3415,Home Office,122.7015
5212,2014-08-22,866.4,Consumer,225.264
5226,2014-12-16,228.78,Consumer,36.6
5231,2014-05-10,541.77,Consumer,200.43
5234,2014-06-24,474.8,Consumer,137.6
5238,2014-12-05,2105.04,Home Office,715.68
5243,2014-03-28,634.96752,Home Office,-1.27248
5246,2014-02-12,499.56,Home Office,89.91
5247,2014-05-08,747.63,Corporate,-159.57
5257,2014-12-17,278.46,Home Office,75.18
5258,2014-11-11,551.286,Consumer,24.426
5261,2014-08-21,977.022,Home Office,271.332
5262,2014-09-26,587.79,Home Office,189.39
5266,2014-04-23,298.2,Home Office,116.28
5267,2014-05-16,602.28,Consumer,204.66
5269,2014-06-03,635.90848,Home Office,-786.17152
5274,2014-03-04,1049.44,Consumer,440.7648
5275,2014-10-25,2460.96,Consumer,49.12
5278,2014-08-19,1000.02,Corporate,290.0058
5280,2014-04-11,210.78,Corporate,86.4
5282,2014-06-06,565.32,Home Office,129.96
5284,2014-04-12,1001.76,Consumer,110.16
5288,2014-08-01,849.95,Home Office,390.977
5294,2014-05-10,207.0,Corporate,25.875
5296,2014-03-09,647.84,Corporate,168.4384
5297,2014-12-18,632.07,Consumer,-158.13
5298,2014-05-19,764.928,Corporate,-306.012
5299,2014-02-18,495.18,Consumer,79.2
5301,2014-09-12,576.0,Corporate,270.72
5305,2014-01-20,354.12,Home Office,14.16
5307,2014-08-16,725.7,Consumer,94.32
5308,2014-11-13,632.07,Consumer,101.07
5314,2014-11-26,1233.84,Consumer,407.16
5316,2014-05-31,325.44,Corporate,136.62
5317,2014-12-18,544.38,Consumer,157.8702
5319,2014-11-14,840.15,Consumer,100.8
5320,2014-04-11,879.0,Corporate,-556.7
5323,2014-01-17,685.8,Home Office,157.65
5325,2014-09-11,513.12,Corporate,215.46
5328,2014-05-27,698.04112,Consumer,131.48112
5332,2014-10-08,339.36,Consumer,61.08
5336,2014-10-07,332.0,Home Office,23.2
5337,2014-07-23,195.12,Consumer,46.8
5349,2014-09-25,473.616,Consumer,61.716
5353,2014-05-22,205.68,Corporate,80.16
5363,2014-08-04,512.19,Consumer,46.08
5364,2014-10-09,384.34656,Consumer,-162.01344
5367,2014-03-13,1582.95,Consumer,332.4
5369,2014-04-25,552.0,Consumer,34.5
5370,2014-11-01,397.8,Consumer,111.36
5380,2014-10-07,799.83,Consumer,167.94
5395,2014-08-22,1012.62,Corporate,171.99
5401,2014-06-27,170.64,Consumer,73.32
5403,2014-08-14,221.292,Consumer,-22.188
5405,2014-08-25,1518.183,Consumer,252.963
5406,2014-09-03,1928.78,Home Office,829.3754
5409,2014-10-13,339.795,Consumer,-0.045
5410,2014-12-11,217.35,Consumer,108.63
5411,2014-08-07,668.4,Home Office,300.72
5412,2014-09-11,762.594,Home Office,-1143.891
5418,2014-03-24,347.58,Corporate,17.379
5421,2014-04-01,677.58,Consumer,176.1708
5422,2014-02-18,508.32,Consumer,203.28
5423,2014-08-04,513.48,Corporate,220.68
5426,2014-08-16,719.4825,Consumer,-143.9175
5430,2014-10-28,1038.339,Consumer,149.769
5431,2014-03-25,764.82,Consumer,7.56
5433,2014-03-31,462.348,Consumer,-46.332
5434,2014-10-17,476.49,Home Office,47.46
5438,2014-06-18,618.72,Corporate,37.08
5440,2014-07-09,786.48,Consumer,385.3752
5443,2014-02-10,602.3808,Consumer,114.7008
5446,2014-06-20,460.44,Corporate,64.44
5447,2014-12-27,533.67912,Consumer,-73.28088
5449,2014-06-10,840.9,Consumer,75.6
5453,2014-04-14,159.84,Corporate,-58.62
5455,2014-02-07,616.4,Corporate,43.1
5458,2014-05-15,488.04,Home Office,180.54
5461,2014-06-13,1071.84,Home Office,107.1
5472,2014-08-23,314.532,Home Office,-83.8752
5473,2014-11-26,527.16,Consumer,0.0
5474,2014-08-27,880.416,Corporate,44.016
5480,2014-03-25,332.496,Consumer,-210.624
5483,2014-10-23,427.41,Corporate,132.48
5484,2014-06-16,426.972,Consumer,-50.358
5485,2014-03-17,344.169,Home Office,-34.461
5487,2014-11-20,933.21,Corporate,27.99
5488,2014-10-24,863.88,Consumer,107.985
5490,2014-04-08,736.5,Corporate,265.05
5493,2014-11-22,674.244,Consumer,217.224
5499,2014-12-29,687.48,Consumer,185.52
5500,2014-11-26,701.96,Corporate,168.4704
5501,2014-08-29,851.7,Consumer,51.0
5504,2014-10-24,987.7,Consumer,59.22
5508,2014-08-25,829.32,Consumer,215.52
5518,2014-05-27,762.615,Corporate,288.015
5519,2014-05-28,662.175,Home Office,264.825
5524,2014-08-25,982.125,Consumer,87.255
5529,2014-03-10,1230.66,Consumer,24.57
5530,2014-10-31,676.9728,Consumer,120.5328
5532,2014-08-07,242.838,Corporate,-13.542
5534,2014-05-12,508.26144,Consumer,192.50144
5535,2014-09-11,870.24,Consumer,295.88
5536,2014-04-06,327.981,Consumer,34.701
5537,2014-06-18,963.36,Consumer,154.08
5546,2014-07-25,1016.1,Corporate,314.85
5560,2014-08-26,234.9,Home Office,49.3
5561,2014-08-13,560.52,Home Office,-210.24
5565,2014-11-18,1247.64,Corporate,349.3392
5570,2014-09-25,955.62,Consumer,391.77
5572,2014-06-24,868.842,Consumer,66.762
5573,2014-11-18,654.24,Consumer,268.23
5575,2014-08-16,457.95,Corporate,13.71
5581,2014-10-09,1116.45,Corporate,37.05
5582,2014-08-14,351.09,Home Office,84.24
5589,2014-07-10,363.8466,Consumer,-89.7534
5590,2014-09-22,833.328,Corporate,92.538
5594,2014-12-03,464.778,Consumer,98.118
5595,2014-11-03,859.2,Corporate,-186.16
5598,2014-01-26,332.28,Home Office,43.14
5600,2014-12-29,209.76,Corporate,-209.76
5605,2014-10-18,509.76,Consumer,234.36
5606,2014-01-03,634.8,Corporate,171.3
5613,2014-03-12,735.84,Consumer,201.6
5615,2014-02-19,341.9982,Consumer,80.8182
5617,2014-09-03,779.22,Corporate,31.14
5626,2014-09-22,512.91,Consumer,0.0
5628,2014-09-02,695.88,Corporate,-167.04
5629,2014-06-10,519.93804,Consumer,217.71804
5634,2014-09-23,927.84,Corporate,64.92
5635,2014-10-21,648.0,Corporate,265.6
5638,2014-01-16,674.4,Consumer,303.48
5639,2014-10-14,1072.86,Corporate,182.34
5642,2014-03-10,292.44,Home Office,-81.96
5643,2014-06-30,385.02,Consumer,126.99
5650,2014-11-26,501.81,Home Office,0.0
5658,2014-10-10,538.38,Consumer,-506.25
5659,2014-07-29,489.0,Consumer,97.8
5662,2014-12-06,1654.668,Consumer,165.348
5664,2014-12-13,311.01,Consumer,102.48
5668,2014-10-16,207.9,Consumer,101.7
5669,2014-02-27,585.06,Corporate,0.0
5670,2014-12-29,400.95,Consumer,13.23
5673,2014-11-10,718.0186,Corporate,-314.6814
5676,2014-09-20,734.4,Consumer,247.86
5681,2014-09-06,351.09,Home Office,-93.66
5682,2014-11-06,538.755,Consumer,-146.265
5688,2014-04-15,483.57,Consumer,57.78
5689,2014-10-02,475.2486,Corporate,-15.3414
5694,2014-07-14,360.38,Corporate,93.6988
5698,2014-02-13,352.8,Corporate,165.72
5707,2014-11-30,642.0,Corporate,179.7
5708,2014-11-23,484.52,Corporate,58.12
5709,2014-03-14,615.72,Consumer,-69.3
5710,2014-09-11,362.352,Corporate,27.1764
5718,2014-10-23,333.09,Consumer,23.3163
5723,2014-08-19,256.86,Corporate,-251.82
5724,2014-01-06,511.68,Consumer,30.6
5725,2014-05-10,286.85,Home Office,63.107
5727,2014-01-31,316.44,Home Office,117.0
5728,2014-04-18,1451.511,Consumer,-256.149
5731,2014-11-21,346.08,Consumer,-207.68
5732,2014-04-22,148.32,Consumer,66.72
5738,2014-12-23,381.456,Home Office,139.776
5744,2014-11-08,751.872,Consumer,56.352
5746,2014-06-12,209.01296,Consumer,-7.70704
5747,2014-08-02,604.92,Consumer,217.74
5748,2014-03-19,453.12,Consumer,117.72
5749,2014-04-04,380.97,Consumer,143.91
5755,2014-11-12,652.37264,Consumer,129.41264
5757,2014-09-05,284.37012,Consumer,22.17012
5758,2014-01-04,327.5802,Corporate,-76.3398
5759,2014-03-12,776.85,Home Office,-181.265
5760,2014-06-23,493.8,Consumer,64.08
5767,2014-03-24,379.7,Consumer,174.6
5768,2014-10-28,1600.96,Home Office,368.16
5770,2014-06-16,560.6,Consumer,61.6
5771,2014-12-29,328.8,Corporate,147.8
5778,2014-12-02,897.15,Home Office,251.202
5782,2014-11-19,606.6396,Consumer,28.8396
5783,2014-12-04,398.61,Home Office,15.93
5784,2014-07-31,876.3,Home Office,359.28
5785,2014-10-13,724.104,Home Office,-84.576
5786,2014-11-18,710.964,Consumer,-7.956
5791,2014-04-15,597.66,Consumer,101.43
5793,2014-08-26,272.76,Consumer,57.24
5796,2014-05-19,283.611,Consumer,43.371
5797,2014-05-29,380.97,Corporate,143.91
5799,2014-04-07,339.6,Consumer,50.94
5802,2014-09-30,303.3,Consumer,33.3
5815,2014-05-21,518.272,Home Office,-97.176
5816,2014-06-25,1631.916,Home Office,-504.504
5818,2014-05-30,1119.582,Corporate,198.882
5820,2014-10-24,826.2,Corporate,181.74
5821,2014-03-22,725.84,Consumer,210.4936
5824,2014-05-27,1035.84,Corporate,455.76
5825,2014-11-13,336.393,Consumer,70.983
5826,2014-03-21,274.064,Consumer,102.774
5828,2014-09-05,714.312,Consumer,55.512
5829,2014-08-26,209.592,Home Office,-55.908
5831,2014-11-28,372.168,Consumer,16.488
5836,2014-11-27,138.45,Corporate,10.95
5842,2014-02-27,757.32,Consumer,371.04
5844,2014-02-13,681.1506,Consumer,21.8106
5845,2014-12-15,610.6,Consumer,238.12
5846,2014-12-26,321.75,Consumer,-193.05
5847,2014-10-07,457.812,Consumer,121.932
5851,2014-11-27,397.8,Consumer,-175.08
5864,2014-01-30,644.76,Consumer,77.04
5865,2014-10-14,583.584,Consumer,-330.736
5875,2014-11-17,971.808,Corporate,72.768
5878,2014-12-25,527.01,Corporate,-189.75
5890,2014-01-28,335.64,Home Office,164.4
5891,2014-04-21,203.388,Consumer,83.748
5894,2014-11-04,356.616,Consumer,-124.824
5895,2014-10-07,692.328,Consumer,-1315.552
5896,2014-11-25,672.10416,Consumer,-429.41584
5897,2014-07-28,190.56,Consumer,93.36
5905,2014-12-30,151.56,Corporate,43.92
5908,2014-09-02,720.42,Consumer,43.2
5911,2014-08-06,577.9,Consumer,167.5
5913,2014-03-12,238.65,Consumer,-162.3
5915,2014-12-23,411.8,Consumer,70.006
5916,2014-09-24,594.816,Consumer,59.4816
5917,2014-10-15,874.68,Consumer,192.42
5921,2014-08-11,254.16,Consumer,40.65
5922,2014-05-08,449.496,Corporate,-30.024
5924,2014-07-09,2616.96,Consumer,1151.4
5927,2014-05-08,945.828,Corporate,-392.892
5932,2014-10-22,289.92,Consumer,69.54
5933,2014-11-26,516.636,Corporate,-155.004
5939,2014-07-09,413.64,Home Office,8.19
5942,2014-10-13,673.344,Consumer,-76.9536
5943,2014-12-30,370.926,Consumer,98.886
5944,2014-09-09,765.625,Consumer,-566.5625
5949,2014-04-18,712.992,Consumer,213.852
5952,2014-08-13,448.74,Consumer,44.82
5953,2014-09-02,283.56,Corporate,45.3696
5954,2014-07-16,507.82232,Home Office,80.38232
5955,2014-06-11,449.46,Corporate,134.82
5965,2014-11-05,450.792,Corporate,150.252
5968,2014-06-11,380.916,Consumer,-12.744
5969,2014-07-27,612.84,Consumer,177.72
5970,2014-12-10,439.6,Corporate,87.92
5971,2014-08-21,881.34,Corporate,334.86
5972,2014-09-08,216.216,Consumer,-245.064
5974,2014-03-06,262.24,Corporate,78.672
5978,2014-09-18,434.46,Corporate,182.26
5979,2014-12-25,1200.72,Consumer,132.0
5985,2014-10-07,340.35,Home Office,33.9
5986,2014-11-21,594.72,Consumer,291.36
5990,2014-07-11,341.73,Consumer,34.11
5991,2014-08-12,397.143,Consumer,70.533
5992,2014-06-23,455.9418,Corporate,205.8618
5997,2014-11-03,800.928,Home Office,266.868
5998,2014-06-26,256.74,Corporate,0.0
6000,2014-04-05,357.552,Consumer,133.992
6002,2014-07-15,396.92,Consumer,148.845
6007,2014-03-26,211.168,Consumer,15.8376
6010,2014-10-03,259.7,Consumer,72.66
6012,2014-05-09,679.68,Home Office,190.26
6014,2014-01-02,307.872,Corporate,-118.068
6019,2014-06-05,290.52,Corporate,87.12
6020,2014-08-13,295.7175,Home Office,-67.0725
6023,2014-07-26,298.116,Home Office,-4.2588
6026,2014-11-06,795.6,Consumer,222.72
6027,2014-07-14,366.12,Consumer,84.15
6029,2014-01-16,778.1499,Consumer,149.9499
6035,2014-09-24,439.02,Home Office,105.3
6038,2014-06-30,780.57,Home Office,164.67
6049,2014-05-16,201.96,Consumer,71.76
6051,2014-06-06,373.68,Consumer,59.76
6054,2014-08-06,326.55,Home Office,146.85
6057,2014-06-05,976.5,Consumer,244.02
6059,2014-10-21,1151.928,Corporate,25.488
6060,2014-03-27,256.16664,Consumer,91.88664
6062,2014-02-21,215.968,Corporate,18.8972
6064,2014-09-30,257.004,Corporate,-599.676
6067,2014-04-16,421.47536,Consumer,176.51536
6069,2014-08-22,1216.65,Consumer,608.25
6071,2014-09-06,549.36,Consumer,0.0
6072,2014-07-29,185.92,Corporate,59.48
6073,2014-05-16,945.945,Corporate,-351.405
6077,2014-08-08,287.94,Consumer,0.0
6082,2014-12-13,174.17096,Corporate,11.85096
6085,2014-08-15,465.0,Home Office,27.9
6095,2014-08-15,513.12,Consumer,0.0
6100,2014-06-10,720.76,Corporate,54.057
6102,2014-12-27,1582.11,Consumer,-443.07
6106,2014-08-15,957.18,Corporate,191.31
6107,2014-04-23,575.4,Corporate,22.96
6109,2014-03-10,799.95,Corporate,-608.1
6111,2014-12-08,214.2,Home Office,70.56
6112,2014-12-15,481.815,Consumer,176.565
6117,2014-06-26,341.84,Consumer,164.08
6119,2014-02-28,271.05,Corporate,56.85
6121,2014-05-15,455.52,Consumer,59.19
6127,2014-08-16,1733.6,Consumer,728.1
6128,2014-10-04,585.15,Home Office,140.4
6129,2014-05-21,173.097,Consumer,69.237
6130,2014-02-28,743.028,Home Office,-114.492
6132,2014-10-21,133.824,Consumer,-75.856
6134,2014-06-03,483.78,Consumer,96.72
6135,2014-03-14,551.556,Corporate,-101.124
6137,2014-10-31,371.07,Corporate,33.39
6138,2014-09-24,351.54,Corporate,129.96
6148,2014-01-16,168.96,Home Office,40.5
6154,2014-03-24,511.575,Corporate,-225.225
6156,2014-04-17,352.512,Corporate,89.952
6157,2014-12-30,484.029,Consumer,29.709
6161,2014-09-22,688.92,Corporate,261.72
6165,2014-07-24,704.34,Consumer,21.0
6168,2014-11-28,261.63,Corporate,-29.07
6172,2014-09-09,626.625,Corporate,91.875
6174,2014-09-20,502.2,Consumer,83.64
6181,2014-08-20,790.416,Consumer,378.516
6182,2014-11-18,693.84,Home Office,0.0
6184,2014-02-11,363.384,Corporate,-98.646
6185,2014-10-17,554.85,Home Office,92.4
6192,2014-07-01,293.58,Consumer,88.02
6193,2014-11-13,634.78788,Corporate,62.32788
6197,2014-11-21,517.08,Consumer,149.94
6202,2014-10-13,791.88,Home Office,128.6805
6203,2014-08-16,299.52,Home Office,149.76
6205,2014-05-09,622.14,Consumer,18.66
6208,2014-09-01,219.28,Consumer,0.0
6211,2014-12-11,599.97,Home Office,257.9871
6215,2014-11-17,415.44,Consumer,66.24
6217,2014-11-11,201.584,Corporate,15.1188
6219,2014-09-30,395.8875,Home Office,-110.9025
6220,2014-01-13,760.98,Corporate,-1141.47
6221,2014-04-15,624.42,Consumer,124.86
6222,2014-02-23,147.84,Consumer,33.96
6225,2014-11-13,613.56,Home Office,165.66
6228,2014-09-29,209.792,Home Office,26.224
6230,2014-08-07,1033.32,Corporate,175.56
6231,2014-10-20,845.856,Consumer,9.396
6239,2014-05-15,539.97,Consumer,134.9925
6240,2014-03-20,697.16,Consumer,8.7145
6245,2014-03-31,483.66,Corporate,232.11
6262,2014-06-10,390.78,Corporate,148.32
6263,2014-06-20,378.81,Consumer,140.13
6264,2014-07-04,211.728,Corporate,-52.932
6268,2014-06-26,648.54032,Home Office,24.62032
6269,2014-01-22,874.68,Consumer,148.68
6274,2014-11-07,394.6455,Consumer,-4.3245
6276,2014-05-24,317.142,Corporate,70.422
6283,2014-09-16,323.976,Consumer,20.2485
6284,2014-12-08,354.24,Corporate,77.92
6285,2014-09-17,447.74272,Corporate,178.54272
6287,2014-08-13,1217.673,Consumer,351.513
6298,2014-01-21,586.092,Consumer,34.332
6300,2014-11-27,316.1664,Corporate,151.4064
6301,2014-08-04,111.84,Home Office,4.44
6306,2014-04-10,501.81,Home Office,0.0
6311,2014-07-30,297.84,Corporate,74.46
6313,2014-10-22,583.872,Consumer,-21.948
6316,2014-08-05,145.98,Consumer,65.67
6317,2014-06-23,418.02592,Corporate,-15.41408
6320,2014-12-26,385.86,Consumer,92.58
6328,2014-07-07,239.24,Consumer,23.924
6337,2014-04-07,413.04,Home Office,70.08
6339,2014-10-19,490.08,Consumer,19.56
6340,2014-10-28,189.576,Corporate,9.4788
6343,2014-09-26,531.48,Consumer,21.24
6344,2014-08-22,825.36,Consumer,338.34
6349,2014-07-17,448.8,Home Office,188.4
6353,2014-06-06,427.9,Home Office,0.0
6354,2014-11-22,659.976,Home Office,49.4982
6357,2014-01-08,495.3375,Consumer,-35.1225
6362,2014-03-06,262.926,Corporate,-30.834
6363,2014-12-26,990.12,Consumer,118.8
6372,2014-11-20,820.44,Corporate,270.72
6377,2014-08-28,707.049,Home Office,78.489
6381,2014-03-17,486.6,Home Office,209.2
6382,2014-12-18,368.271,Consumer,4.311
6385,2014-06-30,421.38,Consumer,105.3
6388,2014-09-21,1299.66,Consumer,350.9082
6390,2014-05-12,1533.33,Consumer,-34.11
6391,2014-11-07,551.205,Consumer,97.965
6397,2014-12-31,867.3,Corporate,251.4
6399,2014-10-31,232.344,Corporate,-23.296
6400,2014-06-15,423.3,Consumer,25.38
6403,2014-06-24,379.242,Home Office,25.242
6407,2014-06-23,372.9132,Consumer,101.8332
6408,2014-10-13,383.796,Home Office,-134.364
6409,2014-02-27,385.398,Consumer,68.508
6410,2014-10-16,634.96752,Home Office,-1.27248
6412,2014-05-24,576.384,Home Office,-122.496
6415,2014-08-12,288.84,Home Office,37.5
6420,2014-05-20,840.6,Consumer,319.35
6428,2014-08-15,468.765,Consumer,-459.405
6431,2014-06-23,487.96,Home Office,146.388
6436,2014-10-07,256.719,Consumer,46.269
6437,2014-03-01,382.51668,Consumer,-257.14332
6438,2014-04-14,465.102,Corporate,206.712
6443,2014-05-20,378.32184,Consumer,165.98184
6446,2014-03-27,329.85,Home Office,164.88
6447,2014-02-12,147.568,Consumer,-3.6892
6448,2014-11-18,260.592,Corporate,-160.708
6450,2014-11-13,412.673,Home Office,56.973
6456,2014-10-03,358.272,Consumer,-71.728
6463,2014-11-29,516.488,Home Office,-12.9122
6464,2014-11-20,508.77,Home Office,101.7
6467,2014-12-24,494.97,Corporate,148.491
6471,2014-11-13,540.048,Consumer,-47.2542
6472,2014-07-30,705.72,Corporate,70.56
6480,2014-07-17,207.12,Consumer,76.56
6483,2014-06-11,942.36,Consumer,292.08
6484,2014-10-02,574.47,Home Office,143.55
6485,2014-10-28,737.6,Corporate,228.64
6489,2014-03-14,209.986,Home Office,8.9994
6490,2014-02-15,381.63,Corporate,76.32
6494,2014-10-29,866.0644,Consumer,232.5644
6495,2014-08-29,299.1,Consumer,107.6
6501,2014-12-26,732.72,Home Office,174.0
6502,2014-02-13,722.4714,Consumer,68.7114
6506,2014-12-03,647.76,Consumer,291.36
6507,2014-08-27,619.974,Corporate,82.494
6509,2014-05-26,315.432,Home Office,-7.938
6510,2014-06-26,339.48,Corporate,27.12
6512,2014-04-25,331.8,Consumer,79.62
6526,2014-09-19,438.51,Corporate,197.31
6528,2014-08-04,848.4,Home Office,152.7
6529,2014-11-07,534.762,Corporate,-53.478
6530,2014-05-23,260.82,Consumer,-8.73
6536,2014-02-19,337.2,Corporate,80.88
6537,2014-09-04,224.4,Consumer,17.92
6540,2014-04-07,367.2,Consumer,-36.72
6545,2014-01-23,190.8,Consumer,13.2
6548,2014-04-04,356.292,Corporate,154.392
6549,2014-09-15,241.17,Consumer,-168.819
6550,2014-04-10,572.52,Consumer,211.8
6553,2014-06-19,341.9982,Consumer,80.8182
6555,2014-01-21,1136.664,Consumer,-284.256
6556,2014-09-23,425.25,Corporate,208.32
6558,2014-12-12,735.98,Consumer,331.191
6559,2014-07-01,435.999,Consumer,5.1294
6560,2014-12-31,292.7592,Corporate,68.1192
6561,2014-09-25,339.18,Home Office,108.48
6565,2014-02-10,477.3411,Corporate,87.1911
6567,2014-12-05,549.36,Corporate,0.0
6572,2014-09-16,650.7,Corporate,169.05
6588,2014-06-14,470.302,Home Office,-87.3418
6589,2014-05-16,952.2,Corporate,380.88
6593,2014-10-17,473.61,Consumer,137.34
6596,2014-07-11,1023.12,Consumer,122.64
6598,2014-08-25,459.513,Home Office,30.573
6599,2014-03-05,861.84,Corporate,-95.76
6603,2014-11-26,143.37,Corporate,31.53
6607,2014-12-31,557.28,Consumer,216.72
6611,2014-05-16,350.088,Corporate,-385.152
6612,2014-11-14,274.9545,Consumer,-0.0255
6613,2014-04-15,871.98,Corporate,357.48
6618,2014-09-22,227.08,Consumer,43.12
6621,2014-01-06,535.8825,Consumer,12.5325
6624,2014-06-06,557.28,Consumer,216.72
6625,2014-11-06,369.117,Consumer,110.607
6630,2014-02-07,182.55,Corporate,23.7
6637,2014-06-05,646.569,Home Office,-55.431
6638,2014-09-06,405.09,Consumer,105.21
6642,2014-11-25,599.16,Home Office,0.0
6643,2014-12-31,333.9,Corporate,0.0
6648,2014-02-28,643.98,Home Office,193.17
6649,2014-11-18,448.77,Home Office,170.52
6650,2014-03-01,700.176,Corporate,-35.064
6658,2014-10-23,701.6625,Corporate,177.6825
6660,2014-10-17,307.776,Corporate,111.5688
6665,2014-08-11,829.1325,Home Office,146.2125
6666,2014-11-26,853.93,Consumer,-24.398
6669,2014-09-03,756.6,Consumer,332.88
6670,2014-11-27,656.46,Home Office,-765.94
6673,2014-03-14,521.43,Corporate,229.32
6681,2014-03-26,176.04,Consumer,45.7704
6682,2014-04-23,675.06,Consumer,87.7578
6686,2014-10-17,648.9,Consumer,136.26
6690,2014-12-25,311.25,Consumer,40.44
6692,2014-10-15,312.51,Corporate,3.12
6695,2014-05-28,302.376,Consumer,22.6782
6696,2014-07-10,309.24,Home Office,86.58
6697,2014-02-19,341.8,Corporate,164.04
6698,2014-04-11,533.1588,Consumer,-301.8012
6700,2014-11-18,256.86,Consumer,2.52
6701,2014-02-17,238.5,Consumer,109.7
6702,2014-10-30,654.102,Consumer,-50.898
6703,2014-05-27,643.248,Corporate,-50.052
6706,2014-03-04,143.52,Corporate,9.12
6707,2014-04-17,332.748,Corporate,-14.832
6710,2014-08-12,252.828,Consumer,-92.712
6713,2014-06-11,711.828,Home Office,-79.092
6714,2014-10-15,378.88,Corporate,151.52
6719,2014-12-23,437.724,Corporate,165.324
6727,2014-05-28,464.13,Home Office,41.25
6728,2014-06-20,457.485,Home Office,-84.9615
6729,2014-08-12,706.32,Consumer,156.96
6730,2014-10-03,705.72,Consumer,91.68
6732,2014-05-21,538.44,Consumer,156.12
6738,2014-10-31,238.14,Corporate,23.76
6739,2014-06-19,623.168,Consumer,225.848
6741,2014-04-03,566.916,Corporate,-0.084
6744,2014-04-16,1687.392,Consumer,674.772
6752,2014-06-09,119.64,Consumer,45.42
6755,2014-11-17,811.28,Consumer,24.3384
6758,2014-06-16,526.62,Consumer,-221.22
6762,2014-12-10,872.94,Corporate,226.9644
6764,2014-06-21,166.56,Consumer,59.84
6768,2014-11-07,499.584,Consumer,43.7136
6773,2014-10-21,417.456,Home Office,-78.354
6774,2014-05-19,435.78,Home Office,130.68
6777,2014-07-28,543.92,Consumer,135.98
6779,2014-01-30,323.028,Consumer,143.568
6780,2014-07-26,321.72,Corporate,25.62
6781,2014-04-11,412.8,Consumer,132.06
6782,2014-09-30,494.532,Corporate,-24.768
6783,2014-01-22,1428.3,Consumer,-57.18
6784,2014-08-19,362.46,Corporate,36.12
6785,2014-05-04,763.44,Corporate,45.8064
6798,2014-11-25,410.8,Consumer,127.3
6799,2014-06-11,1429.44,Consumer,471.6
6801,2014-10-10,556.1,Corporate,5.5
6805,2014-09-23,241.96,Home Office,41.1332
6806,2014-11-14,652.995,Corporate,-935.9595
6807,2014-08-20,339.0,Consumer,101.64
6811,2014-12-18,532.98,Consumer,133.2
6825,2014-09-17,463.104,Corporate,92.544
6829,2014-01-21,338.4,Corporate,118.44
6830,2014-12-29,373.23,Home Office,-253.89
6834,2014-11-07,240.3,Consumer,67.23
6835,2014-01-29,449.91,Home Office,157.4685
6840,2014-08-22,1236.42,Corporate,531.63
6843,2014-02-28,486.09,Consumer,106.92
6851,2014-11-12,628.2,Consumer,270.12
6856,2014-08-20,340.08,Consumer,33.96
6859,2014-10-02,880.8,Home Office,70.32
6861,2014-01-09,294.3,Consumer,135.36
6867,2014-12-12,244.5,Consumer,36.6
6868,2014-03-13,318.03,Corporate,73.14
6869,2014-04-05,240.37,Home Office,7.2111
6870,2014-09-24,362.4,Consumer,39.84
6875,2014-08-28,211.3,Home Office,105.6
6876,2014-02-05,380.16,Home Office,-21.24
6877,2014-02-24,528.66,Consumer,137.43
6881,2014-01-03,523.98,Consumer,125.73
6882,2014-08-26,329.76,Home Office,-126.48
6885,2014-11-09,480.24,Consumer,81.6
6886,2014-11-25,361.68,Consumer,25.3
6887,2014-09-05,446.4,Consumer,44.6
6890,2014-08-02,333.6,Home Office,40.02
6891,2014-12-29,1612.872,Consumer,-143.568
6894,2014-01-22,184.758,Consumer,62.238
6895,2014-09-30,321.36,Corporate,112.47
6897,2014-02-21,573.48,Consumer,126.12
6898,2014-12-02,327.6,Consumer,62.2
6900,2014-06-11,352.35,Consumer,17.55
6903,2014-07-18,323.46,Home Office,74.34
6909,2014-06-23,491.64,Consumer,132.72
6913,2014-11-19,364.416,Home Office,-109.344
6914,2014-05-02,933.262,Consumer,-458.1468
6919,2014-11-18,639.0,Home Office,44.73
6927,2014-11-12,338.1,Corporate,40.53
6928,2014-10-31,660.312,Home Office,242.112
6932,2014-11-21,333.96,Consumer,76.8
6934,2014-08-16,289.44,Home Office,23.1
6937,2014-07-30,375.9,Consumer,0.0
6938,2014-01-17,762.48,Home Office,121.95
6941,2014-11-18,185.22,Consumer,59.22
6942,2014-09-12,464.128,Corporate,-545.352
6951,2014-09-08,566.61,Home Office,28.32
6952,2014-02-27,337.92,Corporate,16.8
6954,2014-03-26,545.52,Home Office,114.48
6957,2014-03-05,307.656,Consumer,-169.344
6959,2014-01-20,255.84,Home Office,46.02
6960,2014-05-29,500.4,Consumer,140.1
6965,2014-11-14,207.036,Consumer,-16.104
6966,2014-01-22,451.1295,Consumer,-150.4305
6967,2014-03-17,196.98,Consumer,39.39
6969,2014-01-22,467.43,Consumer,219.69
6971,2014-06-27,267.84,Consumer,109.8
6973,2014-06-06,827.52,Home Office,182.0
6975,2014-11-01,539.244,Corporate,-59.916
6985,2014-05-26,120.0,Consumer,13.2
6987,2014-04-07,348.624,Home Office,108.384
6989,2014-09-30,217.2,Corporate,71.64
6994,2014-02-07,307.44,Corporate,73.71
6995,2014-11-17,390.96,Consumer,113.28
6997,2014-12-29,1054.02,Consumer,337.26
