,Sales
15497,405.64
15498,164.88
15499,70.98
15500,243.0
15501,81.69
15502,199.344
15503,105.6
15504,98.8875
15505,95.648
15506,125.976
15507,107.1
15508,420.81732
15509,79.506
15510,135.99
15511,556.3
15512,234.2
15513,55.62
15514,328.698
15515,122.12
15516,145.356
15517,170.92
15518,268.32
15519,87.84
15520,211.293
15521,110.376
15522,445.6
15523,262.956
15524,131.4876
15525,99.954
15526,128.058
15527,58.83
15528,283.14
15529,45.75
15530,58.05
15531,258.72
15532,78.327
15533,104.112
15534,143.7
15535,329.988
15536,108.0
15537,173.17296
15538,211.89
15539,132.288
15540,193.158
15541,163.136
15542,195.64
15543,152.04
15544,97.74
15545,131.74
15546,73.152
15547,246.3
15548,286.008
15549,247.212
15550,108.3393
15551,321.552
15552,246.21
15553,301.77
15554,369.468
15555,116.544
15556,193.18
15557,192.78
15558,155.34
15559,388.62
15560,243.54
15561,138.693
15562,188.192
15563,296.55
15564,241.488
15565,724.8
15566,80.64
15567,177.69
15568,200.16
15569,210.24
15570,196.8
15571,51.63
15572,141.4
15573,191.31
15574,163.968
15575,183.6
15576,333.48
15577,254.94
15578,109.152
15579,183.951
15580,89.76
15581,170.1168
15582,161.352
15583,249.84
15584,129.12
15585,126.75
15586,138.51
15587,254.34
15588,262.872
15589,214.7
15590,298.62
15591,230.04
15592,164.32
15593,166.12
15594,127.1
15595,186.69
15596,119.5425
15597,97.68
15598,170.64
15599,290.1
15600,220.644
15601,70.448
15602,132.48
15603,289.32
15604,201.5775
15605,118.44
15606,247.44
15607,456.42948
15608,126.88
15609,145.544
15610,147.582
15611,314.22
15612,170.04
15613,111.72
15614,147.63
15615,129.1224
15616,264.9942
15617,146.88
15618,371.97
15619,75.96
15620,297.09
15621,110.12
15622,146.064
15623,148.014
15624,149.526
15625,184.0902
15626,145.728
15627,84.96
15628,201.96
15629,487.2285
15630,48.789
15631,90.96
15632,92.94
15633,172.186
15634,210.84
15635,174.66
15636,44.1
15637,321.636
15638,72.0
15639,195.184
15640,193.8
15641,138.48
15642,132.336
15643,174.42
15644,302.376
15645,124.32
15646,319.842
15647,136.404
15648,53.952
15649,332.94
15650,187.92
15651,95.712
15652,182.214
15653,120.288
15654,324.06
15655,56.448
15656,125.4045
15657,173.46
15658,211.68
15659,94.992
15660,223.056
15661,184.76
15662,83.4
15663,92.556
15664,269.22
15665,241.65
15666,279.9
15667,97.2
15668,235.32
15669,250.72
15670,158.58
15671,79.29
15672,245.052
15673,166.68
15674,72.09
15675,156.792
15676,228.36
15677,238.448
15678,153.52452
15679,373.896
15680,148.5
15681,238.464
15682,492.12
15683,52.92
15684,258.96
15685,513.45104
15686,688.73976
15687,228.6
15688,287.1
15689,254.16
15690,182.94
15691,98.04
15692,102.84
15693,165.9
15694,297.84
15695,261.24
15696,191.88
15697,416.64
15698,192.1284
15699,191.28
15700,123.543
15701,124.92
15702,338.7
15703,212.94
15704,676.55
15705,310.24
15706,333.66
15707,148.014
15708,373.248
15709,261.78
15710,178.884
15711,77.88
15712,210.58
15713,105.84
15714,134.16
15715,497.64
15716,132.03
15717,197.58
15718,85.92
15719,94.86
15720,357.102
15721,88.44
15722,160.992
15723,495.42
15724,101.4
15725,254.85
15726,120.712
15727,252.0
15728,307.92
15729,196.776
15730,197.94
15731,260.793
15732,96.78
15733,190.269
15734,172.08
15735,273.915
15736,418.7682
15737,191.88
15738,435.99
15739,279.72
15740,274.32
15741,136.701
15742,155.456
15743,272.28
15744,71.928
15745,228.24
15746,263.31
15747,318.2
15748,154.98
15749,148.32
15750,293.88
15751,52.98
15752,711.84
15753,212.22
15754,157.464
15755,73.44
15756,86.4
15757,160.416
15758,171.99
15759,70.308
15760,55.8
15761,207.36
15762,195.84
15763,138.105
15764,71.118
15765,193.41
15766,119.52
15767,154.413
15768,244.35
15769,108.24
15770,316.0
15771,209.7
15772,262.86
15773,110.48
15774,272.16
15775,89.127
15776,140.664
15777,244.74
15778,131.64
15779,177.3
15780,131.6
15781,284.37012
15782,55.296
15783,773.865
15784,153.09
15785,283.92
15786,217.44
15787,227.1
15788,162.54
15789,182.898
15790,339.6
15791,180.96
15792,287.91
15793,73.2
15794,60.24
15795,87.12
15796,799.83
15797,169.4445
15798,123.92
15799,189.44
15800,181.44
15801,124.7424
15802,125.685
15803,95.1
15804,198.432
15805,215.856
15806,128.88
15807,196.92
15808,1248.912
15809,47.6
15810,179.442
15811,227.853
15812,153.81
15813,110.5062
15814,635.6262
15815,159.894
15816,568.332
15817,257.094
15818,461.106
15819,142.803
15820,299.1
15821,196.98
15822,515.7
15823,124.32
15824,194.8
15825,678.592
15826,117.66
15827,204.63
15828,182.4048
15829,239.97
15830,168.12
15831,172.08
15832,251.0676
15833,90.981
15834,159.84
15835,211.2
15836,88.06
15837,69.84
15838,227.4315
15839,549.54
15840,116.832
15841,166.89
15842,237.072
15843,216.99
15844,315.36
15845,213.84
15846,138.4
15847,207.36
15848,157.86
15849,288.192
15850,254.88
15851,232.65
15852,243.992
15853,344.91
15854,95.16
15855,206.01
15856,119.88
15857,160.2
15858,248.82
15859,801.6
15860,550.144
15861,264.816
15862,111.96
15863,203.952
15864,209.508
15865,245.04
15866,493.2
15867,64.242
15868,336.96
15869,232.203
15870,96.66
15871,81.99
15872,166.83
15873,286.092
15874,241.2774
15875,185.376
15876,165.312
15877,181.536
15878,273.24
15879,379.47
15880,145.35
15881,254.934
15882,220.064
15883,321.87496
15884,246.12
15885,437.481
15886,281.34
15887,149.97
15888,71.76
15889,382.806
15890,241.8
15891,246.12
15892,102.9
15893,283.26
15894,169.5
15895,117.072
15896,206.976
15897,73.2
15898,264.303
15899,144.6
15900,177.48
15901,323.1
15902,230.28
15903,95.2
15904,99.792
15905,153.27
15906,118.8
15907,352.98
15908,244.55
15909,896.99
15910,124.26
15911,203.52
15912,422.352
15913,305.472
15914,207.84
15915,113.76
15916,49.104
15917,222.855
15918,206.9535
15919,145.98
15920,383.976
15921,121.5
15922,170.92
15923,267.392
15924,344.547
15925,130.56
15926,112.35
15927,287.968
15928,131.94
15929,258.75
15930,177.48
15931,275.88
15932,136.95
15933,116.235
15934,132.921
15935,246.21
15936,98.2
15937,193.158
15938,731.07
15939,197.76
15940,294.66
15941,164.88
15942,257.1
15943,295.05
15944,336.0
15945,251.01
15946,637.7
15947,107.94
15948,269.97
15949,524.28
15950,111.96
15951,322.2
15952,208.53
15953,317.88
15954,117.74
15955,89.04
15956,101.01
15957,125.944
15958,162.54
15959,103.86
15960,239.96
15961,151.632
15962,252.84
15963,93.18
15964,233.766
15965,457.11
15966,279.54
15967,191.85552
15968,96.0
15969,153.84
15970,200.44
15971,92.46
15972,87.156
15973,159.84
15974,222.36
15975,228.48
15976,84.132
15977,293.4
15978,109.104
15979,121.92
15980,98.808
15981,182.295
15982,166.92
15983,131.0058
15984,184.66
15985,176.22
15986,217.1
15987,355.5
15988,215.25
15989,612.825
15990,289.32
15991,121.44
15992,140.94
15993,132.972
15994,150.48
15995,251.91
15996,129.39
15997,69.28
15998,170.352
15999,196.92
16000,49.2
16001,124.14
16002,223.92
16003,182.72
16004,159.92
16005,281.97
16006,51.6
16007,390.72
16008,61.392
16009,166.536
16010,54.54
16011,72.784
16012,87.168
16013,239.358
16014,182.61
16015,237.504
16016,114.84
16017,64.08
16018,698.64
16019,172.89
16020,77.5
16021,146.22
16022,159.0
16023,58.32
16024,195.78
16025,554.16
16026,113.4
16027,198.504
16028,94.5
16029,259.4712
16030,215.01
16031,274.59
16032,309.987
16033,575.92
16034,133.2
16035,251.58
16036,238.08
16037,275.12
16038,292.64
16039,256.35
16040,145.584
16041,333.48
16042,367.56
16043,105.52
16044,101.76
16045,138.096
16046,179.48
16047,296.64
16048,160.866
16049,520.05
16050,113.568
16051,272.4
16052,891.12
16053,183.12
16054,166.1
16055,93.06
16056,120.87
16057,104.856
16058,298.68
16059,247.14
16060,188.16
16061,65.34
16062,8749.95
16063,53.4
16064,71.46
16065,267.3
16066,174.33
16067,231.0
16068,283.2
16069,156.624
16070,230.733
16071,231.97512
16072,51.21
16073,131.88
16074,381.78
16075,219.78
16076,199.98
16077,287.976
16078,276.858
16079,96.84
16080,148.344
16081,235.32
16082,188.472
16083,677.46
16084,293.64
16085,262.14
16086,252.0
16087,83.31
16088,101.76
16089,334.74
16090,202.6845
16091,322.59
16092,199.95
16093,194.016
16094,141.15
16095,227.28
16096,145.98
16097,208.16
16098,322.44
16099,172.8
16100,115.92
16101,174.06
16102,109.92
16103,345.303
16104,200.79
16105,133.596
16106,226.24
16107,65.88
16108,136.736
16109,233.86
16110,97.224
16111,67.815
16112,427.14
16113,311.98
16114,184.66
16115,166.92
16116,188.84
16117,99.48
16118,63.3297
16119,45.45
16120,288.54
16121,489.81
16122,146.76
16123,147.712
16124,89.52
16125,84.6
16126,298.68
16127,389.28
16128,71.91
16129,172.152
16130,83.42
16131,56.064
16132,50.4
16133,161.91
16134,311.688
16135,346.68
16136,117.96
16137,250.8
16138,220.08
16139,46.62
16140,266.49
16141,263.7
16142,250.8
16143,396.495
16144,535.41
16145,173.82
16146,124.26
16147,171.87
16148,89.46
16149,124.68
16150,476.3619
16151,269.46
16152,60.12
16153,344.91
16154,154.2
16155,204.15
16156,50.79
16157,89.472
16158,306.32
16159,102.312
16160,91.824
16161,50.97
16162,99.432
16163,47.01
16164,138.56
16165,168.78
16166,387.9825
16167,145.98
16168,187.98
16169,116.1
16170,162.84
16171,79.29
16172,90.7854
16173,171.51
16174,179.28
16175,98.568
16176,97.02
16177,167.751
16178,141.882
16179,508.4082
16180,138.672
16181,185.28
16182,333.66
16183,143.22
16184,136.584
16185,126.208
16186,96.64
16187,122.4
16188,43.56
16189,503.4
16190,301.5
16191,277.6
16192,90.855
16193,380.538
16194,89.568
16195,235.332
16196,50.4
16197,301.041
16198,235.6965
16199,366.87
16200,55.176
16201,104.85
16202,103.26
16203,162.0
16204,79.695
16205,173.124
16206,300.024
16207,101.64
16208,71.64
16209,49.12
16210,153.728
16211,195.5082
16212,313.488
16213,321.84
16214,279.72
16215,130.95
16216,364.9815
16217,160.704
16218,241.6008
16219,166.44
16220,100.14
16221,236.4
16222,91.04
16223,231.0
16224,176.88
16225,346.248
16226,197.72376
16227,712.2
16228,184.437
16229,145.5
16230,189.54
16231,304.32
16232,111.84
16233,144.0
16234,141.912
16235,234.864
16236,341.55552
16237,147.33
16238,287.94
16239,139.14
16240,119.568
16241,95.28
16242,260.28
16243,242.25
16244,61.02
16245,221.832
16246,414.72
16247,535.41
16248,137.79
16249,194.4
16250,244.98
16251,96.12
16252,496.044
16253,108.864
16254,251.64
16255,235.92
16256,169.68
16257,261.84
16258,393.96
16259,197.28
16260,89.01
16261,308.556
16262,90.828
16263,79.14
16264,204.18
16265,248.08284
16266,249.06
16267,272.28
16268,197.352
16269,131.904
16270,79.68
16271,122.04
16272,188.775
16273,224.748
16274,333.66
16275,128.9
16276,256.17
16277,202.92
16278,494.1
16279,217.4
16280,127.008
16281,106.95
16282,211.716
16283,83.691
16284,248.937
16285,106.8
16286,218.376
16287,479.97
16288,326.18632
16289,124.26
16290,338.94
16291,348.687
16292,382.41
16293,210.6
16294,142.9758
16295,207.0
16296,61.392
16297,565.8
16298,88.074
16299,83.64
16300,244.14
16301,166.12
16302,283.32
16303,267.57
16304,111.96
16305,137.94
16306,268.848
16307,72.2178
16308,291.168
16309,159.98
16310,166.68
16311,108.56
16312,300.09996
16313,133.2
16314,107.595
16315,56.943
16316,205.666
16317,169.5
16318,177.876
16319,310.14
16320,61.44
16321,166.24
16322,279.96
16323,138.6
16324,104.166
16325,221.346
16326,100.92
16327,162.18
16328,102.84
16329,92.592
16330,119.763
16331,206.658
16332,163.96
16333,109.52
16334,309.555
16335,109.8
16336,162.4476
16337,551.4
16338,47.04
16339,408.006
16340,291.96
16341,209.97
16342,219.78
16343,165.24
16344,110.856
16345,124.32
16346,353.22
16347,235.0755
16348,158.6025
16349,219.9
16350,83.82
16351,498.24
16352,98.88
16353,181.62
16354,169.128
16355,143.0754
16356,368.532
16357,230.016
16358,142.848
16359,341.52
16360,169.236
16361,63.99
16362,339.48
16363,228.78
16364,86.4174
16365,222.56
16366,383.04
16367,105.088
16368,220.0905
16369,91.92
16370,132.336
16371,87.96
16372,151.56
16373,147.0
16374,117.36
16375,104.712
16376,169.68
16377,338.1
16378,181.35
16379,150.84
16380,346.92
16381,102.576
16382,203.98
16383,59.58
16384,221.76
16385,197.856
16386,123.93
16387,76.368
16388,118.88
16389,457.7
16390,67.92
16391,158.22
16392,177.768
16393,168.464
16394,413.1
16395,195.72
16396,84.0
16397,255.744
16398,325.68
16399,170.352
16400,267.072
16401,61.92
16402,243.78
16403,285.66
16404,251.64
16405,118.584
16406,113.52
16407,56.76
16408,111.96
16409,68.448
16410,88.74
16411,423.24
16412,119.85
16413,132.6
16414,129.92
16415,227.96
16416,150.255
16417,181.0977
16418,231.48
16419,161.22
16420,156.18456
16421,246.9
16422,78.84
16423,380.64
16424,136.5
16425,342.624
16426,165.6
16427,190.344
16428,125.5
16429,99.0
16430,262.602
16431,166.0815
16432,80.46
16433,205.74
16434,55.032
16435,199.584
16436,388.773
16437,182.08
16438,396.9
16439,92.5
16440,165.96
16441,136.1781
16442,265.93
16443,395.0
16444,48.58
16445,255.78
16446,328.14
16447,144.06
16448,189.0
16449,132.912
16450,692.03316
16451,264.384
16452,58.464
16453,207.36
16454,239.04
16455,119.94
16456,58.44
16457,53.7
16458,131.76
16459,205.8
16460,49.44
16461,131.84
16462,407.04
16463,390.72
16464,231.12
16465,184.68
16466,306.2
16467,62.496
16468,247.02
16469,171.84
16470,350.07
16471,254.9745
16472,299.16
16473,124.29
16474,47.61
16475,103.88
16476,378.6
16477,179.46
16478,221.4
16479,139.86
16480,203.52
16481,229.392
16482,259.248
16483,99.66
16484,200.16
16485,89.1918
16486,133.5
16487,172.11
16488,105.84
16489,285.36
16490,205.1
16491,96.012
16492,75.195
16493,168.21
16494,216.96
16495,189.63
16496,155.925
16497,222.66
16498,242.55
16499,841.568
16500,125.22
16501,210.12
16502,52.74
16503,205.6
16504,87.16
16505,145.68
16506,64.08
16507,106.8
16508,176.6808
16509,196.776
16510,211.168
16511,103.26
16512,86.94
16513,195.648
16514,153.81
16515,79.12
16516,142.8
16517,135.297
16518,264.384
16519,268.596
16520,190.92
16521,304.74
16522,88.74
16523,88.3722
16524,114.156
16525,189.95
16526,224.82
16527,53.82
16528,379.809
16529,137.34
16530,73.536
16531,241.488
16532,46.53
16533,199.26
16534,350.98
16535,85.71
16536,136.68
16537,168.18
16538,193.68
16539,109.92
16540,206.4
16541,84.3
16542,306.774
16543,133.02
16544,375.76
16545,96.42
16546,159.6
16547,429.32
16548,281.52
16549,69.066
16550,332.704
16551,244.98
16552,415.62
16553,121.5
16554,81.48
16555,275.616
16556,181.26
16557,111.84
16558,88.53
16559,214.92
16560,482.328
16561,163.5
16562,404.94
16563,47.1
16564,89.46
16565,268.65
16566,610.35
16567,146.34
16568,391.22748
16569,244.98
16570,148.17
16571,339.48
16572,226.56
16573,109.2
16574,163.32
16575,64.96
16576,345.384
16577,246.48
16578,359.64
16579,72.09
16580,195.104
16581,114.84
16582,101.94
16583,175.44
16584,118.65
16585,78.312
16586,239.97
16587,44.67
16588,40.98
16589,231.97512
16590,246.6
16591,95.55
16592,333.84
16593,177.66
16594,212.49
16595,203.58
16596,218.76
16597,401.94
16598,121.52
16599,208.44
16600,57.6
16601,89.04
16602,121.584
16603,263.67
16604,438.27
16605,145.26
16606,133.29
16607,306.24
16608,219.96
16609,147.888
16610,248.5
16611,249.0
16612,166.5
16613,242.94
16614,85.5
16615,279.72
16616,369.72
16617,165.8
16618,204.876
16619,332.748
16620,256.392
16621,92.934
16622,232.4133
16623,142.884
16624,365.52
16625,194.292
16626,47.1
16627,101.6
16628,41.64
16629,232.44
16630,37.98
16631,103.425
16632,209.1
16633,191.976
16634,194.352
16635,153.192
16636,130.104
16637,91.44
16638,556.632
16639,139.86
16640,284.55
16641,357.36
16642,293.16
16643,347.58
16644,66.9
16645,84.375
16646,57.75
16647,198.744
16648,559.68
16649,181.8
16650,158.76
16651,42.66
16652,169.6188
16653,255.45
16654,57.87
16655,199.68
16656,180.6
16657,257.688
16658,155.763
16659,61.38
16660,201.584
16661,175.26
16662,205.8
16663,153.36
16664,72.0
16665,713.79
16666,106.56
16667,286.47
16668,213.552
16669,217.6
16670,190.98
16671,100.49
16672,124.836
16673,244.8
16674,170.46
16675,451.8
16676,167.37
16677,251.79
16678,123.36
16679,396.9
16680,231.984
16681,97.578
16682,165.24
16683,113.79
16684,185.28
16685,206.685
16686,103.68
16687,91.53
16688,107.184
16689,215.424
16690,290.85
16691,143.127
16692,86.94
16693,213.228
16694,171.55
16695,245.94
16696,186.96
16697,65.3013
16698,150.894
16699,166.6557
16700,146.82
16701,326.18632
16702,8187.65
16703,167.34
16704,171.96
16705,139.44
16706,106.92
16707,166.12
16708,168.21
16709,50.4
16710,344.94
16711,96.96
16712,88.86
16713,274.8
16714,222.64
16715,244.48
16716,150.6
16717,248.85
16718,409.95
16719,218.16
16720,110.916
16721,218.52
16722,170.73
16723,284.634
16724,141.48
16725,225.396
16726,270.96
16727,82.16
16728,245.94
16729,241.5
16730,84.51
16731,142.56
16732,256.932
16733,270.62
16734,89.82
16735,284.16
16736,186.0
16737,240.57
16738,68.94
16739,336.528
16740,253.53
16741,227.82
16742,132.256
16743,562.68
16744,69.04
16745,64.08
16746,155.7528
16747,203.184
16748,170.28
16749,232.62
16750,348.66
16751,471.92
16752,57.39
16753,197.1
16754,195.1884
16755,75.792
16756,321.858
16757,206.64
16758,123.552
16759,204.54
16760,188.84
16761,222.52
16762,97.89
16763,161.94
16764,108.864
16765,264.276
16766,465.16
16767,99.0
16768,183.735
16769,338.04
16770,211.69576
16771,190.54
16772,79.76
16773,173.94
16774,94.815
16775,257.25
16776,245.673
16777,108.24
16778,171.99
16779,156.06
16780,97.44
16781,180.096
16782,456.654
16783,62.4
16784,129.92
16785,945.036
16786,195.136
16787,264.6
16788,129.76
16789,124.32
16790,78.9828
16791,102.54
16792,271.3554
16793,106.56
16794,97.86
16795,163.56
16796,389.52
16797,84.66
16798,78.0
16799,173.68
16800,237.75
16801,191.34
16802,146.52
16803,239.976
16804,146.16
16805,178.32
16806,92.43
16807,317.952
16808,172.704
16809,217.98
16810,81.84
16811,346.74
16812,654.102
16813,203.31
16814,191.968
16815,178.32
16816,133.14
16817,79.9
16818,348.36
16819,80.1
16820,298.7325
16821,204.21
16822,58.23
16823,48.42
16824,227.4
16825,163.98
16826,223.12
16827,341.72
16828,202.8
16829,236.1
16830,368.97
16831,76.26
16832,121.32
16833,165.38856
16834,38.736
16835,82.89
16836,155.52
16837,80.82
16838,52.704
16839,103.5
16840,66.96
16841,444.96
16842,279.21
16843,116.937
16844,140.4
16845,137.2986
16846,310.12
16847,268.32
16848,86.265
16849,104.4
16850,245.673
16851,119.718
16852,215.55
16853,219.168
16854,266.61
16855,149.6
16856,259.74
16857,383.616
16858,239.76
16859,167.751
16860,126.51
16861,204.63
16862,147.15
16863,201.816
16864,129.438
16865,132.87
16866,169.2
16867,165.8
16868,308.22
16869,149.58
16870,416.664
16871,116.1
16872,347.88
16873,275.928
16874,57.584
16875,71.976
16876,332.028
16877,170.88
16878,213.12
16879,166.71
16880,520.5
16881,97.86
16882,223.68
16883,314.55
16884,173.796
16885,382.32
16886,59.25
16887,493.68
16888,191.61
16889,87.8316
16890,248.58
16891,291.1
16892,182.88
16893,245.13
16894,99.54
16895,119.96
16896,124.53
16897,345.597
16898,124.86
16899,247.212
16900,99.48
16901,106.8
16902,134.514
16903,50.94
16904,271.44
16905,161.0
16906,286.9204
16907,273.12
16908,155.34
16909,151.83
16910,229.544
16911,221.382
16912,295.92
16913,127.467
16914,161.64
16915,231.39
16916,86.4
16917,100.1925
16918,120.825
16919,146.88
16920,118.8
16921,274.8
16922,84.978
16923,295.65
16924,224.82
16925,100.02
16926,183.6
16927,483.462
16928,370.251
16929,50.94
16930,255.84
16931,100.26
16932,190.8
16933,184.14
16934,116.3
16935,59.4
16936,123.24
16937,89.88
16938,263.92
16939,333.48
16940,217.2
16941,125.46
16942,127.44
16943,169.092
16944,143.64
16945,267.96
16946,56.88
16947,132.72
16948,412.2
16949,200.64
16950,136.935
16951,85.5
16952,141.9
16953,323.595
16954,257.25
16955,31.68
16956,152.28
16957,119.55
16958,231.6
16959,463.077
16960,69.0945
16961,188.7
16962,327.96
16963,248.52
16964,137.16
16965,56.3
16966,185.76
16967,88.56
16968,160.65
16969,115.2
16970,122.22
16971,84.9
16972,178.02
16973,387.99
16974,271.0155
16975,357.93
16976,100.68
16977,291.56
16978,369.84
16979,163.656
16980,129.0
16981,328.266
16982,143.16
16983,145.5
16984,1171.97136
16985,242.512
16986,155.8
16987,213.57
16988,178.605
16989,63.84
16990,294.93
16991,99.2
16992,110.9776
16993,355.32
16994,230.13
16995,206.112
16996,289.568
16997,247.98
16998,186.9
16999,166.74
17000,159.3
17001,60.864
17002,206.991
17003,117.488
17004,74.352
17005,63.48
17006,97.632
17007,214.11
17008,182.94
17009,211.68
17010,107.46
17011,159.066
17012,56.736
17013,117.0
17014,152.19
17015,92.304
17016,114.81
17017,156.492
17018,218.025
17019,72.72
17020,139.34676
17021,226.8
17022,303.3
17023,154.26
17024,219.96
17025,298.464
17026,150.6
17027,95.94
17028,191.646
17029,111.98
17030,141.63
17031,146.475
17032,286.32
17033,253.95
17034,255.564
17035,117.6
17036,197.92
17037,80.1
17038,274.5
17039,239.28
17040,298.56
17041,241.488
17042,53.01
17043,98.88
17044,264.672
17045,126.96
17046,84.84
17047,146.6
17048,285.20844
17049,360.0
17050,124.56
17051,116.64
17052,62.12
17053,170.73
17054,325.8
17055,187.83
17056,172.53
17057,191.205
17058,118.8
17059,132.88
17060,315.36
17061,152.28
17062,973.12
17063,106.5
17064,47.984
17065,105.98
17066,134.61
17067,678.72
17068,211.65
17069,143.97
17070,206.26
17071,297.84
17072,242.04
17073,191.96
17074,89.696
17075,148.68
17076,444.88
17077,171.828
17078,237.75
17079,205.6491
17080,266.25
17081,112.49576
17082,377.6
17083,186.36
17084,176.4
17085,201.816
17086,113.568
17087,50.784
17088,143.52
17089,112.563
17090,103.968
17091,273.666
17092,476.208
17093,286.8
17094,176.144
17095,119.5
17096,71.94
17097,119.64
17098,94.5
17099,134.298
17100,146.34
17101,164.07
17102,113.2452
17103,302.616
17104,243.18
17105,295.8
17106,182.07
17107,81.69
17108,258.9
17109,83.7
17110,166.56
17111,237.72
17112,90.801
17113,225.296
17114,89.73
17115,262.14
17116,138.0
17117,290.7
17118,210.392
17119,125.88
17120,71.96
17121,59.94
17122,163.32
17123,94.08
17124,62.34
17125,132.87
17126,63.84
17127,135.96
17128,286.008
17129,137.8962
17130,110.98
17131,68.541
17132,258.75
17133,211.65
17134,54.544
17135,169.956
17136,208.95
17137,253.692
17138,135.72
17139,185.58
17140,67.36
17141,297.96
17142,248.85
17143,311.07
17144,286.92
17145,142.074
17146,329.4
17147,97.02
17148,59.92
17149,223.2
17150,43.344
17151,250.68
17152,338.352
17153,212.22
17154,242.046
17155,196.65
17156,298.62
17157,307.98
17158,136.14
17159,98.88
17160,56.28
17161,77.28
17162,163.92
17163,145.071
17164,329.103
17165,252.6
17166,139.5
17167,145.89
17168,96.84
17169,120.6
17170,54.552
17171,153.0
17172,162.18
17173,111.06
17174,168.8625
17175,129.06
17176,132.15
17177,206.962
17178,201.432
17179,180.12
17180,248.82
17181,258.90312
17182,72.9
17183,333.36
17184,107.325
17185,63.992
17186,190.32
17187,126.45
17188,253.8
17189,264.18
17190,195.72
17191,170.04
17192,210.64
17193,61.84
17194,424.2
17195,312.21
17196,127.71
17197,458.298
17198,323.982
17199,150.408
17200,191.28
17201,53.16
17202,272.52
17203,164.724
17204,224.289
17205,62.64
17206,163.62
17207,240.3306
17208,207.846
17209,43.8
17210,318.08
17211,164.48
17212,128.484
17213,150.66
17214,63.24
17215,173.5
17216,112.32
17217,107.94
17218,100.56
17219,101.46
17220,442.8
17221,123.12
17222,180.0
17223,112.648
17224,436.4
17225,175.24
17226,181.26
17227,164.88
17228,106.32
17229,167.16
17230,107.424
17231,109.38
17232,254.16
17233,268.32
17234,205.9038
17235,59.94
17236,62.592
17237,191.8
17238,180.12
17239,56.58
17240,107.55
17241,191.73
17242,101.97
17243,326.97
17244,129.98
17245,97.32
17246,498.528
17247,205.578
17248,163.98
17249,158.76
17250,187.056
17251,54.66
17252,249.57
17253,119.08
17254,128.25
17255,117.0
17256,333.84
17257,46.44
17258,158.8845
17259,124.14
17260,134.496
17261,146.22
17262,196.032
17263,109.64
17264,370.4
17265,70.2
17266,212.445
17267,573.728
17268,199.304
17269,218.844
17270,86.592
17271,311.62
17272,104.1
17273,130.944
17274,245.7
17275,95.718
17276,90.48
17277,54.696
17278,232.62
17279,124.44
17280,210.0
17281,67.86
17282,269.98
17283,411.75
17284,165.96
17285,170.9
17286,220.59
17287,155.85
17288,173.34
17289,104.6925
17290,155.82
17291,368.97
17292,165.6
17293,74.49
17294,86.688
17295,53.4
17296,80.04
17297,280.665
17298,113.916
17299,162.864
17300,97.776
17301,122.97
17302,70.2
17303,287.78328
17304,784.74
17305,113.64
17306,222.36
17307,118.71
17308,167.832
17309,178.119
17310,351.75
17311,257.256
17312,194.34
17313,119.94
17314,64.08
17315,95.04
17316,87.504
17317,146.988
17318,239.733
17319,126.6912
17320,117.288
17321,228.75
17322,307.666
17323,192.36
17324,201.36
17325,137.16
17326,132.52
17327,107.04
17328,56.46
17329,64.44
17330,111.12
17331,74.88
17332,117.234
17333,180.12
17334,176.22
17335,60.6
17336,173.6
17337,297.84
17338,126.27
17339,113.1975
17340,286.344
17341,726.78
17342,128.43
17343,127.08
17344,54.96
17345,219.6
17346,203.52
17347,57.645
17348,488.646
17349,115.74
17350,171.36
17351,103.302
17352,373.896
17353,181.92
17354,599.97
17355,71.076
17356,68.076
17357,159.12
17358,896.025
17359,248.274
17360,103.56
17361,398.16
17362,380.916
17363,126.64
17364,114.3
17365,76.08
17366,85.52
17367,161.96
17368,81.92
17369,94.068
17370,774.18
17371,343.656
17372,108.24
17373,52.2
17374,109.6845
17375,144.096
17376,194.76
17377,568.32
17378,99.54
17379,260.82
17380,156.744
17381,258.39
17382,272.4
17383,136.584
17384,83.56
17385,105.48
17386,164.52
17387,233.7
17388,100.62
17389,89.358
17390,109.6305
17391,158.28
17392,127.2
17393,53.64
17394,187.5735
17395,372.144
17396,197.1
17397,40.416
17398,127.47
17399,103.56
17400,197.28
17401,85.644
17402,258.426
17403,149.931
17404,314.352
17405,148.5
17406,90.24
17407,311.04
17408,207.45
17409,99.036
17410,318.276
17411,87.21
17412,177.2
17413,50.4
17414,147.9
17415,270.96
17416,164.46
17417,91.84
17418,163.56
17419,124.68
17420,100.08
17421,122.58
17422,62.4
17423,160.704
17424,53.7
17425,236.88
17426,100.5039
17427,47.82
17428,90.3
17429,90.48
17430,116.85
17431,437.67
17432,64.68
17433,129.56
17434,55.26
17435,235.2
17436,97.2
17437,248.292
17438,63.96
17439,153.864
17440,104.02
17441,76.16
17442,382.806
17443,446.4
17444,218.025
17445,142.35
17446,164.88
17447,191.28
17448,343.85
17449,44.7
17450,147.94
17451,227.745
17452,128.628
17453,401.436
17454,280.7361
17455,389.691
17456,166.84
17457,61.44
17458,97.68
17459,49.62
17460,95.013
17461,189.96
17462,146.79
17463,73.95
17464,41.958
17465,220.2
17466,258.696
17467,80.3
17468,146.73
17469,192.186
17470,207.984
17471,42.24
17472,183.0
17473,185.568
17474,87.04
17475,107.4
17476,249.584
17477,196.98
17478,218.4
17479,138.51
