id,Order Date,Segment,sales,truncated
582,2014-09-22,Consumer,60389.55568,60.0
583,2014-09-22,Corporate,29042.90136,29.0
584,2014-09-22,Home Office,28285.72478,28.0
585,2014-09-29,Consumer,47723.14884,48.0
586,2014-09-29,Corporate,36568.57514,37.0
587,2014-09-29,Home Office,33568.59972,34.0
588,2014-10-06,Consumer,46328.242640000004,46.0
589,2014-10-06,Corporate,25616.16806,26.0
590,2014-10-06,Home Office,25395.33174,25.0
591,2014-10-13,Consumer,57847.55412,58.0
592,2014-10-13,Corporate,20303.3266,20.0
593,2014-10-13,Home Office,16495.12526,16.0
594,2014-10-20,Consumer,43707.9078,44.0
595,2014-10-20,Corporate,28204.9265,28.0
596,2014-10-20,Home Office,15747.51692,16.0
597,2014-10-27,Consumer,42889.89288,43.0
598,2014-10-27,Corporate,23530.54466,24.0
599,2014-10-27,Home Office,23074.80512,23.0
600,2014-11-03,Consumer,44148.4925,44.0
601,2014-11-03,Corporate,27007.58174,27.0
602,2014-11-03,Home Office,22835.32444,23.0
603,2014-11-10,Consumer,52900.36242,53.0
604,2014-11-10,Corporate,50540.6892,51.0
605,2014-11-10,Home Office,22204.241,22.0
606,2014-11-17,Consumer,65627.30196,66.0
607,2014-11-17,Corporate,35395.66376,35.0
608,2014-11-17,Home Office,24273.46016,24.0
609,2014-11-24,Consumer,85053.31513999999,85.0
610,2014-11-24,Corporate,45967.3212,46.0
611,2014-11-24,Home Office,25608.2723,26.0
612,2014-12-01,Consumer,73713.02658,74.0
613,2014-12-01,Corporate,27402.11348,27.0
614,2014-12-01,Home Office,37250.1888,37.0
615,2014-12-08,Consumer,56737.2091,57.0
616,2014-12-08,Corporate,36634.0428,37.0
617,2014-12-08,Home Office,18900.29092,19.0
618,2014-12-15,Consumer,71361.09578,71.0
619,2014-12-15,Corporate,24915.44516,25.0
620,2014-12-15,Home Office,20476.7502,20.0
621,2014-12-22,Consumer,37691.5557,38.0
622,2014-12-22,Corporate,34038.0476,34.0
623,2014-12-22,Home Office,16702.1678,17.0
624,2014-12-29,Consumer,81196.96432,81.0
625,2014-12-29,Corporate,32030.7786,32.0
626,2014-12-29,Home Office,24798.9756,25.0
627,2015-01-05,Consumer,16025.4928,16.0
628,2015-01-05,Corporate,12395.8613,12.0
629,2015-01-05,Home Office,1668.215,2.0
